Country,Obesity Rate,Male Obesity Rate,Female Obesity Rate,average_price,item_name
Tajikistan,20.8,17.9,23.6,2.18,"Imported Beer (0.33 Liter Bottle), Restaurants"
Tajikistan,20.8,17.9,23.6,0.62,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Tajikistan,20.8,17.9,23.6,0.37,"Bottled Water (0.33 Liter), Restaurants"
Tajikistan,20.8,17.9,23.6,1.07,"Milk (Regular, 1 Liter), Markets"
Tajikistan,20.8,17.9,23.6,0.57,"Fresh White Bread (500 g Loaf), Markets"
Tajikistan,20.8,17.9,23.6,1.8,"Eggs (12, Large Size), Markets"
Tajikistan,20.8,17.9,23.6,12.19,"Local Cheese (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,0.58,"Bottled Water (1.5 Liter), Markets"
Tajikistan,20.8,17.9,23.6,11.97,"Bottle of Wine (Mid-Range), Markets"
Tajikistan,20.8,17.9,23.6,1.41,"Domestic Beer (0.5 Liter Bottle), Markets"
Tajikistan,20.8,17.9,23.6,2.09,"Imported Beer (0.33 Liter Bottle), Markets"
Tajikistan,20.8,17.9,23.6,2.18,"Cigarettes (Pack of 20, Marlboro), Markets"
Tajikistan,20.8,17.9,23.6,4.13,"Chicken Fillets (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,1.75,"Apples (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,2.58,"Oranges (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,0.67,"Potatoes (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,0.95,"Lettuce (1 Head), Markets"
Tajikistan,20.8,17.9,23.6,1.43,"Cappuccino (Regular Size), Restaurants"
Tajikistan,20.8,17.9,23.6,2.08,"White Rice (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,0.78,"Tomatoes (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,2.68,"Bananas (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,0.42,"Onions (1 kg), Markets"
Tajikistan,20.8,17.9,23.6,11.03,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Mauritania,20.8,7.8,32.7,2.77,"Meal at an Inexpensive Restaurant, Restaurants"
Mauritania,20.8,7.8,32.7,24.04,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Mauritania,20.8,7.8,32.7,6.14,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Mauritania,20.8,7.8,32.7,1.96,"Domestic Draft Beer (0.5 Liter), Restaurants"
Mauritania,20.8,7.8,32.7,1.76,"Imported Beer (0.33 Liter Bottle), Restaurants"
Mauritania,20.8,7.8,32.7,1.78,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Mauritania,20.8,7.8,32.7,2.16,"Bottled Water (0.33 Liter), Restaurants"
Mauritania,20.8,7.8,32.7,1.5,"Milk (Regular, 1 Liter), Markets"
Mauritania,20.8,7.8,32.7,0.27,"Fresh White Bread (500 g Loaf), Markets"
Mauritania,20.8,7.8,32.7,2.31,"Eggs (12, Large Size), Markets"
Mauritania,20.8,7.8,32.7,7.53,"Local Cheese (1 kg), Markets"
Mauritania,20.8,7.8,32.7,0.67,"Bottled Water (1.5 Liter), Markets"
Mauritania,20.8,7.8,32.7,10.06,"Bottle of Wine (Mid-Range), Markets"
Mauritania,20.8,7.8,32.7,2.59,"Domestic Beer (0.5 Liter Bottle), Markets"
Mauritania,20.8,7.8,32.7,1.74,"Imported Beer (0.33 Liter Bottle), Markets"
Mauritania,20.8,7.8,32.7,2.51,"Cigarettes (Pack of 20, Marlboro), Markets"
Mauritania,20.8,7.8,32.7,5.19,"Chicken Fillets (1 kg), Markets"
Mauritania,20.8,7.8,32.7,2.1,"Apples (1 kg), Markets"
Mauritania,20.8,7.8,32.7,1.38,"Oranges (1 kg), Markets"
Mauritania,20.8,7.8,32.7,0.79,"Potatoes (1 kg), Markets"
Mauritania,20.8,7.8,32.7,0.56,"Lettuce (1 Head), Markets"
Mauritania,20.8,7.8,32.7,2.3,"Cappuccino (Regular Size), Restaurants"
Mauritania,20.8,7.8,32.7,1.31,"White Rice (1 kg), Markets"
Mauritania,20.8,7.8,32.7,0.95,"Tomatoes (1 kg), Markets"
Mauritania,20.8,7.8,32.7,1.87,"Bananas (1 kg), Markets"
Mauritania,20.8,7.8,32.7,0.76,"Onions (1 kg), Markets"
Mauritania,20.8,7.8,32.7,6.62,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Andorra,20.5,22.7,18.2,17.47,"Meal at an Inexpensive Restaurant, Restaurants"
Andorra,20.5,22.7,18.2,52.4,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Andorra,20.5,22.7,18.2,12.81,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Andorra,20.5,22.7,18.2,3.49,"Domestic Draft Beer (0.5 Liter), Restaurants"
Andorra,20.5,22.7,18.2,4.37,"Imported Beer (0.33 Liter Bottle), Restaurants"
Andorra,20.5,22.7,18.2,2.52,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Andorra,20.5,22.7,18.2,1.83,"Bottled Water (0.33 Liter), Restaurants"
Andorra,20.5,22.7,18.2,1.29,"Milk (Regular, 1 Liter), Markets"
Andorra,20.5,22.7,18.2,1.4,"Fresh White Bread (500 g Loaf), Markets"
Andorra,20.5,22.7,18.2,2.37,"Eggs (12, Large Size), Markets"
Andorra,20.5,22.7,18.2,14.28,"Local Cheese (1 kg), Markets"
Andorra,20.5,22.7,18.2,0.84,"Bottled Water (1.5 Liter), Markets"
Andorra,20.5,22.7,18.2,5.82,"Bottle of Wine (Mid-Range), Markets"
Andorra,20.5,22.7,18.2,1.38,"Domestic Beer (0.5 Liter Bottle), Markets"
Andorra,20.5,22.7,18.2,1.31,"Imported Beer (0.33 Liter Bottle), Markets"
Andorra,20.5,22.7,18.2,5.71,"Cigarettes (Pack of 20, Marlboro), Markets"
Andorra,20.5,22.7,18.2,10.65,"Chicken Fillets (1 kg), Markets"
Andorra,20.5,22.7,18.2,2.79,"Apples (1 kg), Markets"
Andorra,20.5,22.7,18.2,2.03,"Oranges (1 kg), Markets"
Andorra,20.5,22.7,18.2,2.08,"Potatoes (1 kg), Markets"
Andorra,20.5,22.7,18.2,1.59,"Lettuce (1 Head), Markets"
Andorra,20.5,22.7,18.2,2.69,"Cappuccino (Regular Size), Restaurants"
Andorra,20.5,22.7,18.2,2.21,"White Rice (1 kg), Markets"
Andorra,20.5,22.7,18.2,3.3,"Tomatoes (1 kg), Markets"
Andorra,20.5,22.7,18.2,2.61,"Bananas (1 kg), Markets"
Andorra,20.5,22.7,18.2,2.11,"Onions (1 kg), Markets"
Andorra,20.5,22.7,18.2,14.1,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,28.57,"Meal at an Inexpensive Restaurant, Restaurants"
Turkmenistan,20.2,17.3,22.9,85.71,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Turkmenistan,20.2,17.3,22.9,12.86,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Turkmenistan,20.2,17.3,22.9,5.71,"Domestic Draft Beer (0.5 Liter), Restaurants"
Turkmenistan,20.2,17.3,22.9,14.29,"Imported Beer (0.33 Liter Bottle), Restaurants"
Turkmenistan,20.2,17.3,22.9,2.59,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Turkmenistan,20.2,17.3,22.9,0.73,"Bottled Water (0.33 Liter), Restaurants"
Turkmenistan,20.2,17.3,22.9,4.56,"Milk (Regular, 1 Liter), Markets"
Turkmenistan,20.2,17.3,22.9,1.68,"Fresh White Bread (500 g Loaf), Markets"
Turkmenistan,20.2,17.3,22.9,6.17,"Eggs (12, Large Size), Markets"
Turkmenistan,20.2,17.3,22.9,40,"Local Cheese (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,1.12,"Bottled Water (1.5 Liter), Markets"
Turkmenistan,20.2,17.3,22.9,42.86,"Bottle of Wine (Mid-Range), Markets"
Turkmenistan,20.2,17.3,22.9,4.71,"Domestic Beer (0.5 Liter Bottle), Markets"
Turkmenistan,20.2,17.3,22.9,2.86,"Imported Beer (0.33 Liter Bottle), Markets"
Turkmenistan,20.2,17.3,22.9,25.71,"Cigarettes (Pack of 20, Marlboro), Markets"
Turkmenistan,20.2,17.3,22.9,16.07,"Chicken Fillets (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,3.94,"Apples (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,6.57,"Oranges (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,1.86,"Potatoes (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,2,"Lettuce (1 Head), Markets"
Turkmenistan,20.2,17.3,22.9,6.89,"Cappuccino (Regular Size), Restaurants"
Turkmenistan,20.2,17.3,22.9,5.14,"White Rice (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,3.02,"Tomatoes (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,7.97,"Bananas (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,1.37,"Onions (1 kg), Markets"
Turkmenistan,20.2,17.3,22.9,20.36,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,23.29,"Meal at an Inexpensive Restaurant, Restaurants"
Luxembourg,20.2,22.3,18.1,93.16,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Luxembourg,20.2,22.3,18.1,15.14,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Luxembourg,20.2,22.3,18.1,5.82,"Domestic Draft Beer (0.5 Liter), Restaurants"
Luxembourg,20.2,22.3,18.1,5.82,"Imported Beer (0.33 Liter Bottle), Restaurants"
Luxembourg,20.2,22.3,18.1,3.66,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Luxembourg,20.2,22.3,18.1,3.75,"Bottled Water (0.33 Liter), Restaurants"
Luxembourg,20.2,22.3,18.1,1.82,"Milk (Regular, 1 Liter), Markets"
Luxembourg,20.2,22.3,18.1,3.26,"Fresh White Bread (500 g Loaf), Markets"
Luxembourg,20.2,22.3,18.1,4.95,"Eggs (12, Large Size), Markets"
Luxembourg,20.2,22.3,18.1,20.89,"Local Cheese (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,1.01,"Bottled Water (1.5 Liter), Markets"
Luxembourg,20.2,22.3,18.1,11.64,"Bottle of Wine (Mid-Range), Markets"
Luxembourg,20.2,22.3,18.1,2.38,"Domestic Beer (0.5 Liter Bottle), Markets"
Luxembourg,20.2,22.3,18.1,2.74,"Imported Beer (0.33 Liter Bottle), Markets"
Luxembourg,20.2,22.3,18.1,7.57,"Cigarettes (Pack of 20, Marlboro), Markets"
Luxembourg,20.2,22.3,18.1,15.82,"Chicken Fillets (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,3.22,"Apples (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,3.5,"Oranges (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,2.78,"Potatoes (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,2.14,"Lettuce (1 Head), Markets"
Luxembourg,20.2,22.3,18.1,4.45,"Cappuccino (Regular Size), Restaurants"
Luxembourg,20.2,22.3,18.1,3.19,"White Rice (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,4.35,"Tomatoes (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,2.48,"Bananas (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,2.67,"Onions (1 kg), Markets"
Luxembourg,20.2,22.3,18.1,25.82,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,7.66,"Meal at an Inexpensive Restaurant, Restaurants"
Papua New Guinea,20.1,15.4,25.1,47.14,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Papua New Guinea,20.1,15.4,25.1,5.89,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Papua New Guinea,20.1,15.4,25.1,2.83,"Domestic Draft Beer (0.5 Liter), Restaurants"
Papua New Guinea,20.1,15.4,25.1,4.24,"Imported Beer (0.33 Liter Bottle), Restaurants"
Papua New Guinea,20.1,15.4,25.1,0.83,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Papua New Guinea,20.1,15.4,25.1,0.76,"Bottled Water (0.33 Liter), Restaurants"
Papua New Guinea,20.1,15.4,25.1,1.9,"Milk (Regular, 1 Liter), Markets"
Papua New Guinea,20.1,15.4,25.1,1.55,"Fresh White Bread (500 g Loaf), Markets"
Papua New Guinea,20.1,15.4,25.1,3.74,"Eggs (12, Large Size), Markets"
Papua New Guinea,20.1,15.4,25.1,6.46,"Local Cheese (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,1.03,"Bottled Water (1.5 Liter), Markets"
Papua New Guinea,20.1,15.4,25.1,11.55,"Bottle of Wine (Mid-Range), Markets"
Papua New Guinea,20.1,15.4,25.1,2.53,"Domestic Beer (0.5 Liter Bottle), Markets"
Papua New Guinea,20.1,15.4,25.1,3.24,"Imported Beer (0.33 Liter Bottle), Markets"
Papua New Guinea,20.1,15.4,25.1,6.48,"Cigarettes (Pack of 20, Marlboro), Markets"
Papua New Guinea,20.1,15.4,25.1,6.13,"Chicken Fillets (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,4.01,"Apples (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,4.7,"Oranges (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,3.86,"Potatoes (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,2.89,"Lettuce (1 Head), Markets"
Papua New Guinea,20.1,15.4,25.1,2.42,"Cappuccino (Regular Size), Restaurants"
Papua New Guinea,20.1,15.4,25.1,1.46,"White Rice (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,5.12,"Tomatoes (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,2.74,"Bananas (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,2.42,"Onions (1 kg), Markets"
Papua New Guinea,20.1,15.4,25.1,8.29,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Gabon,20,10.3,30.2,17.75,"Meal at an Inexpensive Restaurant, Restaurants"
Gabon,20,10.3,30.2,71.01,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Gabon,20,10.3,30.2,17.75,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Gabon,20,10.3,30.2,2.31,"Domestic Draft Beer (0.5 Liter), Restaurants"
Gabon,20,10.3,30.2,1.78,"Imported Beer (0.33 Liter Bottle), Restaurants"
Gabon,20,10.3,30.2,1.48,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Gabon,20,10.3,30.2,1.69,"Bottled Water (0.33 Liter), Restaurants"
Gabon,20,10.3,30.2,3.03,"Milk (Regular, 1 Liter), Markets"
Gabon,20,10.3,30.2,1.52,"Fresh White Bread (500 g Loaf), Markets"
Gabon,20,10.3,30.2,5.5,"Eggs (12, Large Size), Markets"
Gabon,20,10.3,30.2,9.32,"Local Cheese (1 kg), Markets"
Gabon,20,10.3,30.2,1.95,"Bottled Water (1.5 Liter), Markets"
Gabon,20,10.3,30.2,10.39,"Bottle of Wine (Mid-Range), Markets"
Gabon,20,10.3,30.2,0.89,"Domestic Beer (0.5 Liter Bottle), Markets"
Gabon,20,10.3,30.2,1.78,"Imported Beer (0.33 Liter Bottle), Markets"
Gabon,20,10.3,30.2,2.66,"Cigarettes (Pack of 20, Marlboro), Markets"
Gabon,20,10.3,30.2,8.88,"Chicken Fillets (1 kg), Markets"
Gabon,20,10.3,30.2,4.44,"Apples (1 kg), Markets"
Gabon,20,10.3,30.2,3.55,"Oranges (1 kg), Markets"
Gabon,20,10.3,30.2,3.55,"Potatoes (1 kg), Markets"
Gabon,20,10.3,30.2,3.55,"Lettuce (1 Head), Markets"
Gabon,20,10.3,30.2,8.88,"Cappuccino (Regular Size), Restaurants"
Gabon,20,10.3,30.2,4.35,"White Rice (1 kg), Markets"
Gabon,20,10.3,30.2,3.55,"Tomatoes (1 kg), Markets"
Gabon,20,10.3,30.2,4.44,"Bananas (1 kg), Markets"
Gabon,20,10.3,30.2,3.55,"Onions (1 kg), Markets"
Gabon,20,10.3,30.2,26.63,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,12.28,"Meal at an Inexpensive Restaurant, Restaurants"
Vanuatu,19.9,15.1,24.7,65.49,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Vanuatu,19.9,15.1,24.7,9.44,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Vanuatu,19.9,15.1,24.7,4.77,"Domestic Draft Beer (0.5 Liter), Restaurants"
Vanuatu,19.9,15.1,24.7,5.95,"Imported Beer (0.33 Liter Bottle), Restaurants"
Vanuatu,19.9,15.1,24.7,2.52,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Vanuatu,19.9,15.1,24.7,1.91,"Bottled Water (0.33 Liter), Restaurants"
Vanuatu,19.9,15.1,24.7,2.56,"Milk (Regular, 1 Liter), Markets"
Vanuatu,19.9,15.1,24.7,2.76,"Fresh White Bread (500 g Loaf), Markets"
Vanuatu,19.9,15.1,24.7,5.21,"Eggs (12, Large Size), Markets"
Vanuatu,19.9,15.1,24.7,19.65,"Local Cheese (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,1.33,"Bottled Water (1.5 Liter), Markets"
Vanuatu,19.9,15.1,24.7,16.37,"Bottle of Wine (Mid-Range), Markets"
Vanuatu,19.9,15.1,24.7,2.93,"Domestic Beer (0.5 Liter Bottle), Markets"
Vanuatu,19.9,15.1,24.7,2.87,"Imported Beer (0.33 Liter Bottle), Markets"
Vanuatu,19.9,15.1,24.7,9.41,"Cigarettes (Pack of 20, Marlboro), Markets"
Vanuatu,19.9,15.1,24.7,16.37,"Chicken Fillets (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,4.64,"Apples (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,5.29,"Oranges (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,4.99,"Potatoes (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,2.87,"Lettuce (1 Head), Markets"
Vanuatu,19.9,15.1,24.7,5.6,"Cappuccino (Regular Size), Restaurants"
Vanuatu,19.9,15.1,24.7,3.64,"White Rice (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,4.91,"Tomatoes (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,2.73,"Bananas (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,2.81,"Onions (1 kg), Markets"
Vanuatu,19.9,15.1,24.7,16.54,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Norway,19.8,21.1,18.5,21.75,"Meal at an Inexpensive Restaurant, Restaurants"
Norway,19.8,21.1,18.5,104.38,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Norway,19.8,21.1,18.5,14.83,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Norway,19.8,21.1,18.5,10.88,"Domestic Draft Beer (0.5 Liter), Restaurants"
Norway,19.8,21.1,18.5,9.89,"Imported Beer (0.33 Liter Bottle), Restaurants"
Norway,19.8,21.1,18.5,3.45,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Norway,19.8,21.1,18.5,2.83,"Bottled Water (0.33 Liter), Restaurants"
Norway,19.8,21.1,18.5,2.25,"Milk (Regular, 1 Liter), Markets"
Norway,19.8,21.1,18.5,3.46,"Fresh White Bread (500 g Loaf), Markets"
Norway,19.8,21.1,18.5,4.61,"Eggs (12, Large Size), Markets"
Norway,19.8,21.1,18.5,12.3,"Local Cheese (1 kg), Markets"
Norway,19.8,21.1,18.5,2.17,"Bottled Water (1.5 Liter), Markets"
Norway,19.8,21.1,18.5,16.81,"Bottle of Wine (Mid-Range), Markets"
Norway,19.8,21.1,18.5,3.36,"Domestic Beer (0.5 Liter Bottle), Markets"
Norway,19.8,21.1,18.5,4.19,"Imported Beer (0.33 Liter Bottle), Markets"
Norway,19.8,21.1,18.5,15.82,"Cigarettes (Pack of 20, Marlboro), Markets"
Norway,19.8,21.1,18.5,15.25,"Chicken Fillets (1 kg), Markets"
Norway,19.8,21.1,18.5,3.47,"Apples (1 kg), Markets"
Norway,19.8,21.1,18.5,3.33,"Oranges (1 kg), Markets"
Norway,19.8,21.1,18.5,2.38,"Potatoes (1 kg), Markets"
Norway,19.8,21.1,18.5,2.75,"Lettuce (1 Head), Markets"
Norway,19.8,21.1,18.5,5.02,"Cappuccino (Regular Size), Restaurants"
Norway,19.8,21.1,18.5,3.31,"White Rice (1 kg), Markets"
Norway,19.8,21.1,18.5,4.77,"Tomatoes (1 kg), Markets"
Norway,19.8,21.1,18.5,2.57,"Bananas (1 kg), Markets"
Norway,19.8,21.1,18.5,2.67,"Onions (1 kg), Markets"
Norway,19.8,21.1,18.5,30.15,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Mauritius,19.5,13,25.6,6.51,"Meal at an Inexpensive Restaurant, Restaurants"
Mauritius,19.5,13,25.6,43.42,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Mauritius,19.5,13,25.6,6.51,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Mauritius,19.5,13,25.6,2.17,"Domestic Draft Beer (0.5 Liter), Restaurants"
Mauritius,19.5,13,25.6,3.26,"Imported Beer (0.33 Liter Bottle), Restaurants"
Mauritius,19.5,13,25.6,1.05,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Mauritius,19.5,13,25.6,0.68,"Bottled Water (0.33 Liter), Restaurants"
Mauritius,19.5,13,25.6,1.41,"Milk (Regular, 1 Liter), Markets"
Mauritius,19.5,13,25.6,0.69,"Fresh White Bread (500 g Loaf), Markets"
Mauritius,19.5,13,25.6,2.3,"Eggs (12, Large Size), Markets"
Mauritius,19.5,13,25.6,9.43,"Local Cheese (1 kg), Markets"
Mauritius,19.5,13,25.6,0.65,"Bottled Water (1.5 Liter), Markets"
Mauritius,19.5,13,25.6,10.86,"Bottle of Wine (Mid-Range), Markets"
Mauritius,19.5,13,25.6,1.68,"Domestic Beer (0.5 Liter Bottle), Markets"
Mauritius,19.5,13,25.6,2.05,"Imported Beer (0.33 Liter Bottle), Markets"
Mauritius,19.5,13,25.6,6.51,"Cigarettes (Pack of 20, Marlboro), Markets"
Mauritius,19.5,13,25.6,5.69,"Chicken Fillets (1 kg), Markets"
Mauritius,19.5,13,25.6,2.27,"Apples (1 kg), Markets"
Mauritius,19.5,13,25.6,2.19,"Oranges (1 kg), Markets"
Mauritius,19.5,13,25.6,1.06,"Potatoes (1 kg), Markets"
Mauritius,19.5,13,25.6,0.88,"Lettuce (1 Head), Markets"
Mauritius,19.5,13,25.6,2.52,"Cappuccino (Regular Size), Restaurants"
Mauritius,19.5,13,25.6,1.89,"White Rice (1 kg), Markets"
Mauritius,19.5,13,25.6,2.89,"Tomatoes (1 kg), Markets"
Mauritius,19.5,13,25.6,1.98,"Bananas (1 kg), Markets"
Mauritius,19.5,13,25.6,1.07,"Onions (1 kg), Markets"
Mauritius,19.5,13,25.6,12.38,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,8.9,"Meal at an Inexpensive Restaurant, Restaurants"
Kazakhstan,19.3,18.5,20.1,31.65,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Kazakhstan,19.3,18.5,20.1,6.43,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Kazakhstan,19.3,18.5,20.1,1.24,"Domestic Draft Beer (0.5 Liter), Restaurants"
Kazakhstan,19.3,18.5,20.1,2.37,"Imported Beer (0.33 Liter Bottle), Restaurants"
Kazakhstan,19.3,18.5,20.1,0.98,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Kazakhstan,19.3,18.5,20.1,0.56,"Bottled Water (0.33 Liter), Restaurants"
Kazakhstan,19.3,18.5,20.1,1.18,"Milk (Regular, 1 Liter), Markets"
Kazakhstan,19.3,18.5,20.1,0.44,"Fresh White Bread (500 g Loaf), Markets"
Kazakhstan,19.3,18.5,20.1,1.64,"Eggs (12, Large Size), Markets"
Kazakhstan,19.3,18.5,20.1,9.47,"Local Cheese (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,0.76,"Bottled Water (1.5 Liter), Markets"
Kazakhstan,19.3,18.5,20.1,7.52,"Bottle of Wine (Mid-Range), Markets"
Kazakhstan,19.3,18.5,20.1,0.95,"Domestic Beer (0.5 Liter Bottle), Markets"
Kazakhstan,19.3,18.5,20.1,1.8,"Imported Beer (0.33 Liter Bottle), Markets"
Kazakhstan,19.3,18.5,20.1,1.98,"Cigarettes (Pack of 20, Marlboro), Markets"
Kazakhstan,19.3,18.5,20.1,4.72,"Chicken Fillets (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,1.34,"Apples (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,1.99,"Oranges (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,0.62,"Potatoes (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,1.13,"Lettuce (1 Head), Markets"
Kazakhstan,19.3,18.5,20.1,2.15,"Cappuccino (Regular Size), Restaurants"
Kazakhstan,19.3,18.5,20.1,1.45,"White Rice (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,1.84,"Tomatoes (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,1.94,"Bananas (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,0.42,"Onions (1 kg), Markets"
Kazakhstan,19.3,18.5,20.1,7.55,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Lesotho,19.3,7.4,30.7,8.83,"Meal at an Inexpensive Restaurant, Restaurants"
Lesotho,19.3,7.4,30.7,29.42,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Lesotho,19.3,7.4,30.7,8.83,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Lesotho,19.3,7.4,30.7,1.77,"Domestic Draft Beer (0.5 Liter), Restaurants"
Lesotho,19.3,7.4,30.7,2.21,"Imported Beer (0.33 Liter Bottle), Restaurants"
Lesotho,19.3,7.4,30.7,1.24,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Lesotho,19.3,7.4,30.7,0.82,"Bottled Water (0.33 Liter), Restaurants"
Lesotho,19.3,7.4,30.7,1.07,"Milk (Regular, 1 Liter), Markets"
Lesotho,19.3,7.4,30.7,0.77,"Fresh White Bread (500 g Loaf), Markets"
Lesotho,19.3,7.4,30.7,1.47,"Eggs (12, Large Size), Markets"
Lesotho,19.3,7.4,30.7,6.32,"Local Cheese (1 kg), Markets"
Lesotho,19.3,7.4,30.7,0.8,"Bottled Water (1.5 Liter), Markets"
Lesotho,19.3,7.4,30.7,4.71,"Bottle of Wine (Mid-Range), Markets"
Lesotho,19.3,7.4,30.7,1.39,"Domestic Beer (0.5 Liter Bottle), Markets"
