Country,Obesity Rate,Male Obesity Rate,Female Obesity Rate,average_price,item_name
Ireland,30.8,32.4,29.3,2.13,"Potatoes (1 kg), Markets"
Ireland,30.8,32.4,29.3,1.39,"Lettuce (1 Head), Markets"
Ireland,30.8,32.4,29.3,4.44,"Cappuccino (Regular Size), Restaurants"
Ireland,30.8,32.4,29.3,2.01,"White Rice (1 kg), Markets"
Ireland,30.8,32.4,29.3,4.61,"Tomatoes (1 kg), Markets"
Ireland,30.8,32.4,29.3,2.24,"Bananas (1 kg), Markets"
Ireland,30.8,32.4,29.3,1.55,"Onions (1 kg), Markets"
Ireland,30.8,32.4,29.3,13.56,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,7.58,"Meal at an Inexpensive Restaurant, Restaurants"
North Macedonia,30.6,30.4,30.9,28.42,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
North Macedonia,30.6,30.4,30.9,6.06,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
North Macedonia,30.6,30.4,30.9,2.27,"Domestic Draft Beer (0.5 Liter), Restaurants"
North Macedonia,30.6,30.4,30.9,2.84,"Imported Beer (0.33 Liter Bottle), Restaurants"
North Macedonia,30.6,30.4,30.9,1.76,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
North Macedonia,30.6,30.4,30.9,1.26,"Bottled Water (0.33 Liter), Restaurants"
North Macedonia,30.6,30.4,30.9,1.34,"Milk (Regular, 1 Liter), Markets"
North Macedonia,30.6,30.4,30.9,0.74,"Fresh White Bread (500 g Loaf), Markets"
North Macedonia,30.6,30.4,30.9,2.24,"Eggs (12, Large Size), Markets"
North Macedonia,30.6,30.4,30.9,8.89,"Local Cheese (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,0.57,"Bottled Water (1.5 Liter), Markets"
North Macedonia,30.6,30.4,30.9,6.63,"Bottle of Wine (Mid-Range), Markets"
North Macedonia,30.6,30.4,30.9,1.08,"Domestic Beer (0.5 Liter Bottle), Markets"
North Macedonia,30.6,30.4,30.9,1.45,"Imported Beer (0.33 Liter Bottle), Markets"
North Macedonia,30.6,30.4,30.9,3.22,"Cigarettes (Pack of 20, Marlboro), Markets"
North Macedonia,30.6,30.4,30.9,7.08,"Chicken Fillets (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,1.11,"Apples (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,1.41,"Oranges (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,0.92,"Potatoes (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,0.69,"Lettuce (1 Head), Markets"
North Macedonia,30.6,30.4,30.9,1.86,"Cappuccino (Regular Size), Restaurants"
North Macedonia,30.6,30.4,30.9,1.7,"White Rice (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,2.01,"Tomatoes (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,1.47,"Bananas (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,1.01,"Onions (1 kg), Markets"
North Macedonia,30.6,30.4,30.9,12.68,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Grenada,30.5,18.7,42.1,11.1,"Meal at an Inexpensive Restaurant, Restaurants"
Grenada,30.5,18.7,42.1,79.55,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Grenada,30.5,18.7,42.1,11.1,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Grenada,30.5,18.7,42.1,1.85,"Domestic Draft Beer (0.5 Liter), Restaurants"
Grenada,30.5,18.7,42.1,2.96,"Imported Beer (0.33 Liter Bottle), Restaurants"
Grenada,30.5,18.7,42.1,1.75,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Grenada,30.5,18.7,42.1,1.37,"Bottled Water (0.33 Liter), Restaurants"
Grenada,30.5,18.7,42.1,3.89,"Milk (Regular, 1 Liter), Markets"
Grenada,30.5,18.7,42.1,1.8,"Fresh White Bread (500 g Loaf), Markets"
Grenada,30.5,18.7,42.1,4.39,"Eggs (12, Large Size), Markets"
Grenada,30.5,18.7,42.1,11.02,"Local Cheese (1 kg), Markets"
Grenada,30.5,18.7,42.1,2.31,"Bottled Water (1.5 Liter), Markets"
Grenada,30.5,18.7,42.1,10.36,"Bottle of Wine (Mid-Range), Markets"
Grenada,30.5,18.7,42.1,1.85,"Domestic Beer (0.5 Liter Bottle), Markets"
Grenada,30.5,18.7,42.1,2.36,"Imported Beer (0.33 Liter Bottle), Markets"
Grenada,30.5,18.7,42.1,5.55,"Cigarettes (Pack of 20, Marlboro), Markets"
Grenada,30.5,18.7,42.1,7.24,"Chicken Fillets (1 kg), Markets"
Grenada,30.5,18.7,42.1,10.09,"Apples (1 kg), Markets"
Grenada,30.5,18.7,42.1,2.39,"Oranges (1 kg), Markets"
Grenada,30.5,18.7,42.1,2.33,"Potatoes (1 kg), Markets"
Grenada,30.5,18.7,42.1,1.7,"Lettuce (1 Head), Markets"
Grenada,30.5,18.7,42.1,3.77,"Cappuccino (Regular Size), Restaurants"
Grenada,30.5,18.7,42.1,2.02,"White Rice (1 kg), Markets"
Grenada,30.5,18.7,42.1,5.58,"Tomatoes (1 kg), Markets"
Grenada,30.5,18.7,42.1,2.39,"Bananas (1 kg), Markets"
Grenada,30.5,18.7,42.1,2.03,"Onions (1 kg), Markets"
Grenada,30.5,18.7,42.1,15.6,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Slovakia,30.3,33.1,27.6,9.32,"Meal at an Inexpensive Restaurant, Restaurants"
Slovakia,30.3,33.1,27.6,52.4,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Slovakia,30.3,33.1,27.6,9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Slovakia,30.3,33.1,27.6,2.33,"Domestic Draft Beer (0.5 Liter), Restaurants"
Slovakia,30.3,33.1,27.6,2.91,"Imported Beer (0.33 Liter Bottle), Restaurants"
Slovakia,30.3,33.1,27.6,2.01,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Slovakia,30.3,33.1,27.6,1.6,"Bottled Water (0.33 Liter), Restaurants"
Slovakia,30.3,33.1,27.6,1.15,"Milk (Regular, 1 Liter), Markets"
Slovakia,30.3,33.1,27.6,1.59,"Fresh White Bread (500 g Loaf), Markets"
Slovakia,30.3,33.1,27.6,3.89,"Eggs (12, Large Size), Markets"
Slovakia,30.3,33.1,27.6,14.53,"Local Cheese (1 kg), Markets"
Slovakia,30.3,33.1,27.6,0.9,"Bottled Water (1.5 Liter), Markets"
Slovakia,30.3,33.1,27.6,5.82,"Bottle of Wine (Mid-Range), Markets"
Slovakia,30.3,33.1,27.6,1.11,"Domestic Beer (0.5 Liter Bottle), Markets"
Slovakia,30.3,33.1,27.6,1.89,"Imported Beer (0.33 Liter Bottle), Markets"
Slovakia,30.3,33.1,27.6,6.06,"Cigarettes (Pack of 20, Marlboro), Markets"
Slovakia,30.3,33.1,27.6,7.96,"Chicken Fillets (1 kg), Markets"
Slovakia,30.3,33.1,27.6,1.95,"Apples (1 kg), Markets"
Slovakia,30.3,33.1,27.6,2.44,"Oranges (1 kg), Markets"
Slovakia,30.3,33.1,27.6,1.63,"Potatoes (1 kg), Markets"
Slovakia,30.3,33.1,27.6,1.54,"Lettuce (1 Head), Markets"
Slovakia,30.3,33.1,27.6,2.95,"Cappuccino (Regular Size), Restaurants"
Slovakia,30.3,33.1,27.6,2.01,"White Rice (1 kg), Markets"
Slovakia,30.3,33.1,27.6,4.57,"Tomatoes (1 kg), Markets"
Slovakia,30.3,33.1,27.6,1.99,"Bananas (1 kg), Markets"
Slovakia,30.3,33.1,27.6,1.71,"Onions (1 kg), Markets"
Slovakia,30.3,33.1,27.6,12.74,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Seychelles,30.3,20.7,41.1,18.49,"Meal at an Inexpensive Restaurant, Restaurants"
Seychelles,30.3,20.7,41.1,73.98,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Seychelles,30.3,20.7,41.1,9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Seychelles,30.3,20.7,41.1,8.88,"Domestic Draft Beer (0.5 Liter), Restaurants"
Seychelles,30.3,20.7,41.1,5.01,"Imported Beer (0.33 Liter Bottle), Restaurants"
Seychelles,30.3,20.7,41.1,2.35,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Seychelles,30.3,20.7,41.1,2.44,"Bottled Water (0.33 Liter), Restaurants"
Seychelles,30.3,20.7,41.1,1.91,"Milk (Regular, 1 Liter), Markets"
Seychelles,30.3,20.7,41.1,1.66,"Fresh White Bread (500 g Loaf), Markets"
Seychelles,30.3,20.7,41.1,4.01,"Eggs (12, Large Size), Markets"
Seychelles,30.3,20.7,41.1,29.24,"Local Cheese (1 kg), Markets"
Seychelles,30.3,20.7,41.1,1.36,"Bottled Water (1.5 Liter), Markets"
Seychelles,30.3,20.7,41.1,11.84,"Bottle of Wine (Mid-Range), Markets"
Seychelles,30.3,20.7,41.1,3.78,"Domestic Beer (0.5 Liter Bottle), Markets"
Seychelles,30.3,20.7,41.1,5.83,"Imported Beer (0.33 Liter Bottle), Markets"
Seychelles,30.3,20.7,41.1,26.16,"Cigarettes (Pack of 20, Marlboro), Markets"
Seychelles,30.3,20.7,41.1,7.23,"Chicken Fillets (1 kg), Markets"
Seychelles,30.3,20.7,41.1,2.22,"Apples (1 kg), Markets"
Seychelles,30.3,20.7,41.1,2.04,"Oranges (1 kg), Markets"
Seychelles,30.3,20.7,41.1,1.57,"Potatoes (1 kg), Markets"
Seychelles,30.3,20.7,41.1,1.48,"Lettuce (1 Head), Markets"
Seychelles,30.3,20.7,41.1,4.75,"Cappuccino (Regular Size), Restaurants"
Seychelles,30.3,20.7,41.1,2.47,"White Rice (1 kg), Markets"
Seychelles,30.3,20.7,41.1,6.7,"Tomatoes (1 kg), Markets"
Seychelles,30.3,20.7,41.1,3.09,"Bananas (1 kg), Markets"
Seychelles,30.3,20.7,41.1,1.74,"Onions (1 kg), Markets"
Seychelles,30.3,20.7,41.1,11.79,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Oman,30.2,25.6,38.7,5.2,"Meal at an Inexpensive Restaurant, Restaurants"
Oman,30.2,25.6,38.7,26.01,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Oman,30.2,25.6,38.7,9.1,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Oman,30.2,25.6,38.7,12.35,"Domestic Draft Beer (0.5 Liter), Restaurants"
Oman,30.2,25.6,38.7,13,"Imported Beer (0.33 Liter Bottle), Restaurants"
Oman,30.2,25.6,38.7,0.93,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Oman,30.2,25.6,38.7,0.29,"Bottled Water (0.33 Liter), Restaurants"
Oman,30.2,25.6,38.7,2,"Milk (Regular, 1 Liter), Markets"
Oman,30.2,25.6,38.7,1.21,"Fresh White Bread (500 g Loaf), Markets"
Oman,30.2,25.6,38.7,2.63,"Eggs (12, Large Size), Markets"
Oman,30.2,25.6,38.7,6.75,"Local Cheese (1 kg), Markets"
Oman,30.2,25.6,38.7,0.59,"Bottled Water (1.5 Liter), Markets"
Oman,30.2,25.6,38.7,15.6,"Bottle of Wine (Mid-Range), Markets"
Oman,30.2,25.6,38.7,4.76,"Domestic Beer (0.5 Liter Bottle), Markets"
Oman,30.2,25.6,38.7,7.02,"Imported Beer (0.33 Liter Bottle), Markets"
Oman,30.2,25.6,38.7,6.24,"Cigarettes (Pack of 20, Marlboro), Markets"
Oman,30.2,25.6,38.7,6.4,"Chicken Fillets (1 kg), Markets"
Oman,30.2,25.6,38.7,2.68,"Apples (1 kg), Markets"
Oman,30.2,25.6,38.7,2.04,"Oranges (1 kg), Markets"
Oman,30.2,25.6,38.7,1.13,"Potatoes (1 kg), Markets"
Oman,30.2,25.6,38.7,1.14,"Lettuce (1 Head), Markets"
Oman,30.2,25.6,38.7,4.85,"Cappuccino (Regular Size), Restaurants"
Oman,30.2,25.6,38.7,1.8,"White Rice (1 kg), Markets"
Oman,30.2,25.6,38.7,1.23,"Tomatoes (1 kg), Markets"
Oman,30.2,25.6,38.7,1.81,"Bananas (1 kg), Markets"
Oman,30.2,25.6,38.7,1.21,"Onions (1 kg), Markets"
Oman,30.2,25.6,38.7,10,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
South Africa,30,12.8,45.7,10.45,"Meal at an Inexpensive Restaurant, Restaurants"
South Africa,30,12.8,45.7,39.65,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
South Africa,30,12.8,45.7,5.3,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
South Africa,30,12.8,45.7,2.35,"Domestic Draft Beer (0.5 Liter), Restaurants"
South Africa,30,12.8,45.7,2.65,"Imported Beer (0.33 Liter Bottle), Restaurants"
South Africa,30,12.8,45.7,1.06,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
South Africa,30,12.8,45.7,0.83,"Bottled Water (0.33 Liter), Restaurants"
South Africa,30,12.8,45.7,1.16,"Milk (Regular, 1 Liter), Markets"
South Africa,30,12.8,45.7,1.04,"Fresh White Bread (500 g Loaf), Markets"
South Africa,30,12.8,45.7,2.39,"Eggs (12, Large Size), Markets"
South Africa,30,12.8,45.7,8.08,"Local Cheese (1 kg), Markets"
South Africa,30,12.8,45.7,1.03,"Bottled Water (1.5 Liter), Markets"
South Africa,30,12.8,45.7,4.98,"Bottle of Wine (Mid-Range), Markets"
South Africa,30,12.8,45.7,1.42,"Domestic Beer (0.5 Liter Bottle), Markets"
South Africa,30,12.8,45.7,1.85,"Imported Beer (0.33 Liter Bottle), Markets"
South Africa,30,12.8,45.7,3.12,"Cigarettes (Pack of 20, Marlboro), Markets"
South Africa,30,12.8,45.7,4.85,"Chicken Fillets (1 kg), Markets"
South Africa,30,12.8,45.7,1.66,"Apples (1 kg), Markets"
South Africa,30,12.8,45.7,1.58,"Oranges (1 kg), Markets"
South Africa,30,12.8,45.7,1.33,"Potatoes (1 kg), Markets"
South Africa,30,12.8,45.7,1.13,"Lettuce (1 Head), Markets"
South Africa,30,12.8,45.7,2.17,"Cappuccino (Regular Size), Restaurants"
South Africa,30,12.8,45.7,1.67,"White Rice (1 kg), Markets"
South Africa,30,12.8,45.7,1.64,"Tomatoes (1 kg), Markets"
South Africa,30,12.8,45.7,1.55,"Bananas (1 kg), Markets"
South Africa,30,12.8,45.7,1.43,"Onions (1 kg), Markets"
South Africa,30,12.8,45.7,7.19,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
El Salvador,29.9,22,36.6,7,"Meal at an Inexpensive Restaurant, Restaurants"
El Salvador,29.9,22,36.6,40,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
El Salvador,29.9,22,36.6,7,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
El Salvador,29.9,22,36.6,2,"Domestic Draft Beer (0.5 Liter), Restaurants"
El Salvador,29.9,22,36.6,3.25,"Imported Beer (0.33 Liter Bottle), Restaurants"
El Salvador,29.9,22,36.6,1.12,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
El Salvador,29.9,22,36.6,0.9,"Bottled Water (0.33 Liter), Restaurants"
El Salvador,29.9,22,36.6,1.78,"Milk (Regular, 1 Liter), Markets"
El Salvador,29.9,22,36.6,1.95,"Fresh White Bread (500 g Loaf), Markets"
El Salvador,29.9,22,36.6,2.69,"Eggs (12, Large Size), Markets"
El Salvador,29.9,22,36.6,7.18,"Local Cheese (1 kg), Markets"
El Salvador,29.9,22,36.6,0.98,"Bottled Water (1.5 Liter), Markets"
El Salvador,29.9,22,36.6,10,"Bottle of Wine (Mid-Range), Markets"
El Salvador,29.9,22,36.6,1.8,"Domestic Beer (0.5 Liter Bottle), Markets"
El Salvador,29.9,22,36.6,2.66,"Imported Beer (0.33 Liter Bottle), Markets"
El Salvador,29.9,22,36.6,4,"Cigarettes (Pack of 20, Marlboro), Markets"
El Salvador,29.9,22,36.6,5.65,"Chicken Fillets (1 kg), Markets"
El Salvador,29.9,22,36.6,3.37,"Apples (1 kg), Markets"
El Salvador,29.9,22,36.6,2.75,"Oranges (1 kg), Markets"
El Salvador,29.9,22,36.6,2.51,"Potatoes (1 kg), Markets"
El Salvador,29.9,22,36.6,0.92,"Lettuce (1 Head), Markets"
El Salvador,29.9,22,36.6,3.2,"Cappuccino (Regular Size), Restaurants"
El Salvador,29.9,22,36.6,1.48,"White Rice (1 kg), Markets"
El Salvador,29.9,22,36.6,2.67,"Tomatoes (1 kg), Markets"
El Salvador,29.9,22,36.6,1.86,"Bananas (1 kg), Markets"
El Salvador,29.9,22,36.6,2.18,"Onions (1 kg), Markets"
El Salvador,29.9,22,36.6,8.6,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Latvia,29.8,27.8,31.6,13.97,"Meal at an Inexpensive Restaurant, Restaurants"
Latvia,29.8,27.8,31.6,69.87,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Latvia,29.8,27.8,31.6,8.15,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Latvia,29.8,27.8,31.6,5.24,"Domestic Draft Beer (0.5 Liter), Restaurants"
Latvia,29.8,27.8,31.6,4.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
Latvia,29.8,27.8,31.6,1.7,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Latvia,29.8,27.8,31.6,1.36,"Bottled Water (0.33 Liter), Restaurants"
Latvia,29.8,27.8,31.6,1.33,"Milk (Regular, 1 Liter), Markets"
Latvia,29.8,27.8,31.6,1.65,"Fresh White Bread (500 g Loaf), Markets"
Latvia,29.8,27.8,31.6,3.31,"Eggs (12, Large Size), Markets"
Latvia,29.8,27.8,31.6,11.73,"Local Cheese (1 kg), Markets"
Latvia,29.8,27.8,31.6,0.92,"Bottled Water (1.5 Liter), Markets"
Latvia,29.8,27.8,31.6,8.15,"Bottle of Wine (Mid-Range), Markets"
Latvia,29.8,27.8,31.6,1.78,"Domestic Beer (0.5 Liter Bottle), Markets"
Latvia,29.8,27.8,31.6,2.16,"Imported Beer (0.33 Liter Bottle), Markets"
Latvia,29.8,27.8,31.6,5.82,"Cigarettes (Pack of 20, Marlboro), Markets"
Latvia,29.8,27.8,31.6,7.99,"Chicken Fillets (1 kg), Markets"
Latvia,29.8,27.8,31.6,1.81,"Apples (1 kg), Markets"
Latvia,29.8,27.8,31.6,2.58,"Oranges (1 kg), Markets"
Latvia,29.8,27.8,31.6,1.02,"Potatoes (1 kg), Markets"
Latvia,29.8,27.8,31.6,1.82,"Lettuce (1 Head), Markets"
Latvia,29.8,27.8,31.6,3.4,"Cappuccino (Regular Size), Restaurants"
Latvia,29.8,27.8,31.6,3.13,"White Rice (1 kg), Markets"
Latvia,29.8,27.8,31.6,3.39,"Tomatoes (1 kg), Markets"
Latvia,29.8,27.8,31.6,1.85,"Bananas (1 kg), Markets"
Latvia,29.8,27.8,31.6,1.08,"Onions (1 kg), Markets"
Latvia,29.8,27.8,31.6,12.7,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Ukraine,29.2,23.3,33.9,7.11,"Meal at an Inexpensive Restaurant, Restaurants"
Ukraine,29.2,23.3,33.9,28.45,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Ukraine,29.2,23.3,33.9,5.93,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Ukraine,29.2,23.3,33.9,1.19,"Domestic Draft Beer (0.5 Liter), Restaurants"
Ukraine,29.2,23.3,33.9,1.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
Ukraine,29.2,23.3,33.9,0.67,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Ukraine,29.2,23.3,33.9,0.46,"Bottled Water (0.33 Liter), Restaurants"
Ukraine,29.2,23.3,33.9,1.15,"Milk (Regular, 1 Liter), Markets"
Ukraine,29.2,23.3,33.9,0.7,"Fresh White Bread (500 g Loaf), Markets"
Ukraine,29.2,23.3,33.9,1.78,"Eggs (12, Large Size), Markets"
Ukraine,29.2,23.3,33.9,8.95,"Local Cheese (1 kg), Markets"
Ukraine,29.2,23.3,33.9,0.55,"Bottled Water (1.5 Liter), Markets"
Ukraine,29.2,23.3,33.9,4.74,"Bottle of Wine (Mid-Range), Markets"
Ukraine,29.2,23.3,33.9,0.86,"Domestic Beer (0.5 Liter Bottle), Markets"
Ukraine,29.2,23.3,33.9,1.42,"Imported Beer (0.33 Liter Bottle), Markets"
Ukraine,29.2,23.3,33.9,2.85,"Cigarettes (Pack of 20, Marlboro), Markets"
Ukraine,29.2,23.3,33.9,4.47,"Chicken Fillets (1 kg), Markets"
Ukraine,29.2,23.3,33.9,1.03,"Apples (1 kg), Markets"
Ukraine,29.2,23.3,33.9,1.7,"Oranges (1 kg), Markets"
Ukraine,29.2,23.3,33.9,0.73,"Potatoes (1 kg), Markets"
Ukraine,29.2,23.3,33.9,1.38,"Lettuce (1 Head), Markets"
Ukraine,29.2,23.3,33.9,1.4,"Cappuccino (Regular Size), Restaurants"
Ukraine,29.2,23.3,33.9,1.4,"White Rice (1 kg), Markets"
Ukraine,29.2,23.3,33.9,2.21,"Tomatoes (1 kg), Markets"
Ukraine,29.2,23.3,33.9,1.59,"Bananas (1 kg), Markets"
Ukraine,29.2,23.3,33.9,0.55,"Onions (1 kg), Markets"
Ukraine,29.2,23.3,33.9,7.2,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,7.88,"Meal at an Inexpensive Restaurant, Restaurants"
Dominican Republic,29.1,23.1,35.1,47.28,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Dominican Republic,29.1,23.1,35.1,7.09,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Dominican Republic,29.1,23.1,35.1,2.36,"Domestic Draft Beer (0.5 Liter), Restaurants"
Dominican Republic,29.1,23.1,35.1,4.73,"Imported Beer (0.33 Liter Bottle), Restaurants"
Dominican Republic,29.1,23.1,35.1,0.97,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Dominican Republic,29.1,23.1,35.1,0.73,"Bottled Water (0.33 Liter), Restaurants"
Dominican Republic,29.1,23.1,35.1,1.31,"Milk (Regular, 1 Liter), Markets"
Dominican Republic,29.1,23.1,35.1,1.63,"Fresh White Bread (500 g Loaf), Markets"
Dominican Republic,29.1,23.1,35.1,1.89,"Eggs (12, Large Size), Markets"
Dominican Republic,29.1,23.1,35.1,7.77,"Local Cheese (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,0.82,"Bottled Water (1.5 Liter), Markets"
Dominican Republic,29.1,23.1,35.1,11.82,"Bottle of Wine (Mid-Range), Markets"
Dominican Republic,29.1,23.1,35.1,2.62,"Domestic Beer (0.5 Liter Bottle), Markets"
Dominican Republic,29.1,23.1,35.1,2.99,"Imported Beer (0.33 Liter Bottle), Markets"
Dominican Republic,29.1,23.1,35.1,5.52,"Cigarettes (Pack of 20, Marlboro), Markets"
Dominican Republic,29.1,23.1,35.1,5.57,"Chicken Fillets (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,3.02,"Apples (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,2.79,"Oranges (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,2.24,"Potatoes (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,1.03,"Lettuce (1 Head), Markets"
Dominican Republic,29.1,23.1,35.1,1.96,"Cappuccino (Regular Size), Restaurants"
Dominican Republic,29.1,23.1,35.1,1.44,"White Rice (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,1.74,"Tomatoes (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,0.91,"Bananas (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,2.36,"Onions (1 kg), Markets"
Dominican Republic,29.1,23.1,35.1,6.66,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Suriname,29,19.2,38.5,7,"Meal at an Inexpensive Restaurant, Restaurants"
Suriname,29,19.2,38.5,48.09,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Suriname,29,19.2,38.5,10.69,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Suriname,29,19.2,38.5,3.16,"Domestic Draft Beer (0.5 Liter), Restaurants"
Suriname,29,19.2,38.5,4.5,"Imported Beer (0.33 Liter Bottle), Restaurants"
Suriname,29,19.2,38.5,1.2,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Suriname,29,19.2,38.5,0.82,"Bottled Water (0.33 Liter), Restaurants"
Suriname,29,19.2,38.5,1.68,"Milk (Regular, 1 Liter), Markets"
Suriname,29,19.2,38.5,1.24,"Fresh White Bread (500 g Loaf), Markets"
Suriname,29,19.2,38.5,3.17,"Eggs (12, Large Size), Markets"
Suriname,29,19.2,38.5,12.47,"Local Cheese (1 kg), Markets"
Suriname,29,19.2,38.5,1.5,"Bottled Water (1.5 Liter), Markets"
Suriname,29,19.2,38.5,9.22,"Bottle of Wine (Mid-Range), Markets"
Suriname,29,19.2,38.5,2.15,"Domestic Beer (0.5 Liter Bottle), Markets"
Suriname,29,19.2,38.5,3.37,"Imported Beer (0.33 Liter Bottle), Markets"
Suriname,29,19.2,38.5,5.64,"Cigarettes (Pack of 20, Marlboro), Markets"
Suriname,29,19.2,38.5,5.3,"Chicken Fillets (1 kg), Markets"
Suriname,29,19.2,38.5,4.66,"Apples (1 kg), Markets"
Suriname,29,19.2,38.5,3.59,"Oranges (1 kg), Markets"
Suriname,29,19.2,38.5,1.33,"Potatoes (1 kg), Markets"
Suriname,29,19.2,38.5,1.62,"Lettuce (1 Head), Markets"
Suriname,29,19.2,38.5,2.82,"Cappuccino (Regular Size), Restaurants"
Suriname,29,19.2,38.5,1.43,"White Rice (1 kg), Markets"
Suriname,29,19.2,38.5,6.07,"Tomatoes (1 kg), Markets"
Suriname,29,19.2,38.5,1.93,"Bananas (1 kg), Markets"
Suriname,29,19.2,38.5,1.88,"Onions (1 kg), Markets"
Suriname,29,19.2,38.5,9.09,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Brazil,28.8,24.8,32.5,5.65,"Meal at an Inexpensive Restaurant, Restaurants"
Brazil,28.8,24.8,32.5,30.13,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Brazil,28.8,24.8,32.5,6.78,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Brazil,28.8,24.8,32.5,1.88,"Domestic Draft Beer (0.5 Liter), Restaurants"
Brazil,28.8,24.8,32.5,2.82,"Imported Beer (0.33 Liter Bottle), Restaurants"
Brazil,28.8,24.8,32.5,1.16,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Brazil,28.8,24.8,32.5,0.72,"Bottled Water (0.33 Liter), Restaurants"
Brazil,28.8,24.8,32.5,1.01,"Milk (Regular, 1 Liter), Markets"
Brazil,28.8,24.8,32.5,1.6,"Fresh White Bread (500 g Loaf), Markets"
